"timestamp","title","price","market","surface","location","remote_support","lighting","advertiser_type","description","no_of_rooms","form_of_property","url","is_for_sale","posting_id"
"2024-01-17","2 pokoje Kraśnik TOP Lokalizacja - Tylko u NAS!","309000","market,secondary","36.64","ul. Urzędowska, Kraśnik, kraśnicki, lubelskie","null","null","private","Dzień Dobry,

Przedstawiamy piękne, 2 pokojowe mieszkanie w Kraśniku obok Urzędu Stanu Cywilnego o powierzchni 36,64 m2 plus piwnica przy ul. Urzędowskiej 36.

Mieszkanie posiada bardzo dogodną lokalizację, w okolicy znajduje się bardzo dużo zieleni oraz pełna niezbędna infrastruktura : sklepy (Lidl, Biedronka, netto), szkoła, przedszkola, przystanki autobusowe, poczta, apteka, stacja Orlen
Mieszkanie jest bardzo widne, wystawa okien i balkonu na południowy zachód.

Za oknem Park/Plac 24 Pułku Ułanów
Pod blokiem znajduje się dużo ogólnodostępnych miejsc parkingowych.
5 minut do drogi ekspresowej S19

Mieszkanie jest w trakcie generalnego remontu: z wymianą wszystkich instalacji, tynków i podłóg.
Remont wykonywany jest zgodnie z przedstawionymi wizualizacjami. Zakończenie remontu przewidziane jest na 1 marca 2024.

Ogrzewanie z sieci miejskiej, mieszkanie zarządzane jest przez Wspólnotę mieszkaniową.

Zapraszamy na prezentację

Mariusz Kowalski 781 902 901

Dominik Rudnicki 510 035 600Michał Konefał 885 618 905","2","pełna własność","https://www.otodom.pl/pl/oferta/2-pokoje-krasnik-top-lokalizacja-tylko-u-nas-ID4oq8K","true","4oq8K"
"2024-01-17","Tychy 2 Pokoje w Ocieplonym bloku Niskie koszty !","249000","market,secondary","33.4","al. Niepodległości, Tychy, śląskie","null","null","agency","KUPUJĄCY NIE PONOSZĄ DODATKOWYCH KOSZTÓW OBSŁUGI BIURA NIERUCHOMOŚCI  REVELIO ( Oferta na Wyłączność )Do sprzedania bardzo funkcjonalne mieszkanie o powierzchni 33.40 m2 składające się z dwóch pokoi, łazienki oraz kuchni.Nieruchomość położona jest w niskim bloku na parterze w Tychach przy ulicy Niepodległości. Do mieszkania przynależy piwnica. Nieruchomość ma założoną księgę wieczystą.NAJWAŻNIEJSZE ATUTY NIERUCHOMOŚCI:- niskie koszty utrzymania 406 zł z Centralnym Ogrzewaniem !!!- parter !!! idealne dla starszych osób , - bardzo dobra lokalizacja - blisko szkoły, urząd Miasta. -2 osobne pokoje w niskim bloku, - możliwość otwarcia kuchni na pokój gościnny, - budynek ocieplony, - mieszkanie środkowe.- okna PCV w pokojach, - nowe drzwi wejściowe, UKŁAD POMIESZCZEŃ W NIERUCHOMOŚCI :1.Pokój Gościny - jasny o powierzchni około 13 m2 ( szer.3.57, dł.3.65 ).Pokój z widokiem na kuchnię. Dużym  atutem są duże okna z roletami dzień i noc z możliwością otwarcia go na kuchnię. Na podłodze panele.2.Pokój nr 2 - pokój o powierzchni około około 9.41m2 ( szeroki na 2.58 i dł.3.65 ).Na podłodze panele. Duże okna to dodatkowy atut tego pokoju.3.Kuchnia - funkcjonalna o powierzchni około 5.085 m2 ( sze.2.034 i dł.2.50 ).Kuchnię można całkowicie otworzyć na pokój gościny. Na podłodze glazura.4.Łazienka -  funkcjonalna o powierzchni około 2.82 m2 .Na wyposażeniu wanna, grzejnik drabinkowy, kocioł gazowy marki Junkers. Na podłodze glazura.5.Hall - komunikacja - praktyczna i wygodna z bezpośrednim wejściem do 2 pokoi, kuchni oraz łazienki. Dodatkowym atutem przedpokoju jest wnęka pod zabudowę szafy.Dodatkowym atutem są również nowe drzwi wejściowe do mieszkania.LOKALIZACJA:Wszystko w zasięgu ręki ( szkoła , banki przystanek autobusowy, sklepy).Dla mieszkańców do dyspozycji Park wodny, stadion zimowy, stadion piłkarski, itp.Jeżeli masz ochotę odpocząć z Rodziną, jezioro PAPROCANY w zasięgu ręki !!!nota prawna : Ogłoszenia nie stanowią ofert w rozumieniu przepisów kodeksu cywilnego. Wszelkie informacje podane w ogłoszeniach są zbierane starannie i uważane są za dokładne i rzetelne, ale nie są gwarantowane i powinny być niezależnie zweryfikowane.Sprawdziłeś już swoją zdolność kredytową? szukasz najlepszej oferty? Zapytaj o najtańsze możliwości finansowania zakupu Twojej nowej nieruchomości!--Revelio. kreatywna agencja nieruchomościul Żwirki i Wigury 7 43-190 Mikołówtel 694 243 518 tel 692 787 699Więcej ciekawych ofert na naszej stronie Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","2","pełna własność","https://www.otodom.pl/pl/oferta/tychy-2-pokoje-w-ocieplonym-bloku-niskie-koszty-ID4om5l","true","4om5l"
"2024-01-17","Willowa dzielnica fotowoltaika ok 15km od Morza","1499000","market,secondary","333","Koszalin, zachodniopomorskie","true","null","agency","Na sprzedaż niezwykle przestronny, ale ekonomiczny dom wolnostojący o powierzchni całkowitej 333 m2 z garażem dwustanowiskowym. Dom położony w atrakcyjnej lokalizacji - na osiedlu Rokosowo w Koszalinie.

Właściciele, którzy sami budowali go dla siebie, wprowadzili się do niego w 2000 roku, ale obecnie jest on dla nich za duży. Został zaprojektowany przez dwóch koszalińskich projektantów, stąd charakteryzuje się on niezwykłą funkcjonalnością i nietuzinkowym design'em. Doskonale wydzielono strefę mieszkańców i strefę dla gości oraz tę roboczą - biurową. Dom wybudowany z materiałów wysokiej jakości, dobrze docieplony.

Dom usytuowany na ciekawie zagospodarowanej działce z licznymi nasadzeniami gwarantującymi intymność oraz miejscem przeznaczonym na wypoczynek. 
Wyjście z salonu na duży, słoneczny taras wyłożony płytkami.
Teren o wielkości  699 m2 w całości ogrodzony. Ogrodzenie drewniano-murowane. Widok na pustą działkę, która nie posiada bezpośredniego dostępu do drogi.
Dwustanowiskowy garaż (powierzchnia: 34m2) z zapleczem gospodarczym. Brama wjazdowa oraz garażowa na pilota.
Droga dojazdową asfaltową.
Wewnątrz domu efektowane schody wykonane z drewna dębowego.
Drzwi zewnętrzne antywłamaniowe.
Okna drewniane z mahoniu.
Odkurzacz centralny.
Dach pokryty dachówką ceramiczną marki Brass, ocieplony wełną mineralna o grubości 20cm. Budynek ocieplony styropianem grubości 12 cm. 
Dom wyposażony w alarm, domofon oraz fotowoltaikę (opłaty za prąd to około 24 zł/m-c). 
Istnieje możliwość podłączenia pompy ciepła, co dodatkowo obniży koszty utrzymania. 

Wyposażenie domu do uzgodnienia. Większość mebli może pozostać w cenie.
Nieruchomość składa się z:
1. Parter o powierzchni 169,6 m2:
-  pokój 16,6 m2,
- WC dla gości 3 m2
- pralnia 5,1 m2
- garaż 34 m2
- pomieszczenie techniczne 9,4 m2
- pomieszczenie gospodarcze 6,8 m2
- kuchnia ze spiżarnią, jadalnią i salonem 79,1 m2
- komunikacja 15,6 m2

2. Pietro o powierzchni 163, 6 m2:
- otwarty pokój roboczy 18,5 m2
- strefa gospodarzy 46,4 m2, która składa się z sypialni 20,2 m2, łazienki z wanną i prysznicem 12,7 m2 oraz  garderoby  13,5 m2
- pokój 20,3 m2
- pokój 19,2 m2
- pokój (rekreacyjny) 33,1 m2
- łazienka 8,1 m2
- komunikacja 18 m2

Ogrzewanie:
Ogrzewanie gazowe. Nowy piec gazowy, wymieniony kilka miesięcy temu firmy Immergaz, jeszcze na gwarancji. 
W salonie kominek.
Ogrzewanie podłogowe na parterze domu (oprócz pokoju gościnnego, gdzie znajduje się kaloryfer). Piętro grzejniki. 

Opłaty
Podatek od nieruchomości wynosi 131 zł kwartalnie.
Media wg. zużycia obecnych właścicieli:
- Prąd (fotowoltaika 5,5 kW) 24 zł/m-c,
- Gaz (22 stopnie C) średnio ok. 550 zł/m-c,
- Woda 50 zł/m-c,
- Wywóz nieczystości 58 zł/m-c.

Lokalizacja: 
Dom położony na bardzo lubianej oraz popularnej dzielnicy Koszalina - na Rokosowie. Dobrze skomunikowane z Centrum miasta, pełna infrastruktura wraz ze wszystkimi udogodnieniami. Niedaleko nieruchomości tereny zielone, idealne miejsce do spacerów. 
Przystanki autobusowe, szkoła, przedszkole, sklepy, przychodnia. 

Zapraszamy na prezentacje. Oferta na wyłączność. 
Niniejsze głoszenie nie stanowi oferty w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny. ","6","null","https://www.otodom.pl/pl/oferta/willowa-dzielnica-fotowoltaika-ok-15km-od-morza-ID4nGzP","true","4nGzP"
"2024-01-17","OKAZJA! M3 z balkonem, ul. Górska, Ostatni Grosz.","189000","market,secondary","36.6","Ostatni Grosz, Częstochowa, śląskie","null","null","agency","Częstochowa, Ostatni Grosz, mieszkanie M3 na sprzedaż.***** REZERWACJA OFERTY *****OFERTA DOSTĘPNA TYLKO W WGN.Zapraszamy do zapoznania się z ofertą sprzedaży mieszkania 2-pokojowego o pow. 36,6 m2, usytuowanego na 4 piętrze wieżowca z dwoma nowymi windami przy ul. Górskiej w dzielnicy Ostatni Grosz.Mieszkanie składa się z 2 przechodnich pokoi, w małym pokoju balkon (po długości pokoju), kuchni, łazienki z WC oraz przedpokoju.Stan nieruchomości do remontu.Czynsz 580 zł/ miesięcznie (w tym opłaty administracyjne, zaliczka na CO, winda). Klatki czyste, ciepłe, zadbane. Wejście do bloku na domofon. Blok po termomodernizacji.Atutem jest lokalizacja, szkoła przed blokiem, przedszkole, sklepy, Vendo Park - szeroka oferta handlowa sklepów firmowych i marketów, środki komunikacji miejskiej (tramwaj, autobusy), pływalnia, place zabaw dla dzieci.Zapraszam na prezentację.Posiadamy w ofercie kilkaset nieruchomości do sprzedaży i wynajmu w Częstochowie. Sprawdź na stronie: .czestochowa.wgn pl Zapraszamy!WGN Nieruchomości ul. Kopernika 10/12 42-217 Częstochowa","2","pełna własność","https://www.otodom.pl/pl/oferta/okazja-m3-z-balkonem-ul-gorska-ostatni-grosz-ID4oqIv","true","4oqIv"
"2024-01-17","Mieszkanie dwupoziomowe 3 pok. - Leszno, Ostroroga","395000","market,secondary","61.47","ul. Jana Ostroroga, Leszno, wielkopolskie","null","null","agency","Biuro nieruchomości ""Luxus Home"" oferuje do sprzedaży dwupoziomowe mieszkanie, zlokalizowane w Lesznie, na osiedlu Jana Ostroroga.Powierzchnia: 61,47 m2.Ilość pokoi: 3.Piętro: 3 i 4.Media: prąd, woda, kanalizacja, centralne ogrzewanie, internet, telewizja kablowa.ROZKŁAD POMIESZCZEŃ:PIĘTRO 3:- salon z aneksem kuchennym,- pomieszczenie wc,- przedpokój,- klatka schodowa,- skrytka.PIĘTRO 4:- 2 sypialnie, w tym jedna z wyjściem na balkon,- łazienka razem z wc,- komunikacja.Do mieszkania przynależy piwnica, oraz istnieje możliwość korzystania z pomieszczenia rowerowni.Standard wykończenia:  ściany w pokojach i aneksie kuchennym gładzone i malowane, na podłogach panele. Kuchnia wyposażona w zabudowę oraz sprzęt AGD (lodówko - zamrażarka, piekarnik elektryczny, płyta ceramiczna). Łazienka i pomieszczenie WC wyłożone płytkami ceramicznymi, wyposażone w armaturę i ceramikę. Okna PCV, drzwi wewnętrzne i zewnętrzne starszego typu. Schody na piętro drewniane.OPŁATY:CZYNSZ do Spółdzielni Mieszkaniowej: 700 PLN (w tym: zaliczki centralne ogrzewanie, ciepłą i zimną wodę, sprzątanie klatki schodowej, wywóz śmieci, fundusz remontowy).OPŁATA DODATKOWA: zużycie prądu, według wskazań licznika.Lokalizacja: komfortowe osiedle mieszkaniowe, w sąsiedztwie licznych punktów handlowo - usługowych, placówek edukacyjnych. Odległość od ścisłego centrum miasta - około 10 minut.","3","pełna własność","https://www.otodom.pl/pl/oferta/mieszkanie-dwupoziomowe-3-pok-leszno-ostroroga-ID4ni1i","true","4ni1i"
"2024-01-17","Dwupoziomowe mieszkanie z 2 tarasami","629000","market,secondary","70","ul. Krajobrazowa, Reda, wejherowski, pomorskie","null","null","agency","Z przyjemnością prezentujemy Państwu atrakcyjne dwupoziomowe mieszkanie z antresolą o powierzchni 70m2, położone w spokojnej okolicy Redy, blisko lasu, z dogodnym dostępem do SKM. To idealne miejsce dla osób ceniących sobie bliskość natury oraz wygodę komunikacyjną.Mieszkanie usytuowane jest w spokojnej okolicy Redy, w sąsiedztwie urokliwego lasu, co zapewnia możliwość aktywnego spędzania czasu na świeżym powietrzu. Dogodna lokalizacja zapewnia szybki dostęp do stacji SKM, co ułatwia podróże do pobliskich miast oraz do Trójmiasta.Na pierwszym poziomie mieszczą się : salon z jadalnią, kuchnia, toaleta, sypialnia oraz narożny duży balkon  , natomiast na drugim poziomie łazienka z prysznicem, sypialnia, garderoba oraz taras z widokiem na Gdynię.  Do mieszkania przynależy miejsce postojowe Przestronne i funkcjonalne wnętrza. Tarasy zapewniają dodatkową przestrzeń do relaksu i spędzania czasu na świeżym powietrzu. Niskie opłaty utrzymania.To doskonała propozycja dla rodzin poszukujących komfortowego mieszkania w spokojnej okolicy z bliskością przyrody oraz dogodnym dostępem do komunikacji miejskiej.Zapraszamy do kontaktu w celu umówienia się na prezentację oraz uzyskania dodatkowych informacji.Zapraszamy na prezentację.Navigat Nieruchomości tel. 608-430-630Bezpieczna transakcja dzięki:- Nadzorowi licencjonowanego Pośrednika (nr licencji 21427 ).- Polisie OC Pośrednika GENERALI Towarzystwo Ubezpieczeń S.A. NR 48296322 do kwoty 200.000 EUR- Usługom finansowym Ekspert finansowy NOTUS- Możliwości ubezpieczenia kupowanej nieruchomości - Taksa Notarialna z rabatem.Informacja nie stanowi oferty w rozumieniu art. 66 kc. Podane dane mają charakter wyłącznie informacyjny i winny być traktowane jako zaproszenie do zawarcia umowy.25 maja 2018 roku weszło w życie Rozporządzenie Parlamentu Europejskiego i Rady UE 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (RODO).Zgodnie z obowiązującymi przepisami dotyczącymi ochrony danych osobowych, w szczególności z ogólnym Rozporządzeniem, celem zapewnienia właściwej ochrony danych osobowych, osobie, której dane dotyczą, należy przede wszystkim podać informacje dotyczące przetwarzania jej danych osobowych określone w art. 13 lub 14 RODO - w zależności od tego, czy zostały one pozyskane bezpośrednio od osoby której dane dotyczą, czy też z innych źródeł.W świetle powyższego pragniemy poinformować Państwa, że Navigat Nieruchomości dba o prawo do prywatności. Navigat Nieruchomości zastrzega sobie prawo do wprowadzania zmian w polityce prywatności.Wszelką korespondencję w sprawach związanych z przetwarzaniem Państwa danych osobowych prosimy kierować na adres  z dopiskiem „Dane osobowe”.","3","pełna własność","https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-z-2-tarasami-ID4orbf","true","4orbf"
"2024-01-17","Dom z działką przy lesie Kościan/Kurza Góra","799000","market,secondary","213","Kościan, kościański, wielkopolskie","true","null","agency","Na sprzedaż rodzinny dom w pięknej okolicy Kurza Góra/Kościan.  OFERTA BEZ PROWIZJI - kupując tą nieruchomość z naszą pomocą nie zapłacisz prowizji i nie podpisujesz żadnych umów. Wesprzemy Cię w uzyskaniu atrakcyjnej ceny, a następnie zapewnimy pełną obsługę notarialną wraz z weryfikacją nieruchomości.  Gorąco zachęcam do zapoznania się z ofertą rodzinnego domu wolnostojącego o powierzchni 213 m2 z garażem 34 m2 z działką 498 m2 zlokalizowanego w Kurzej Górze.  Nieruchomość składa się piętra i piwnicy. Na piętrze znajduje się salon z wyjściem na duży taras z widokiem na las, sypialnia, pokój, który może służyć jako biuro, pokój dziecięcy oraz pokój z dużą szafą typu Komandor. Na tym samym poziomie znajdziemy również funkcjonalną łazienkę z wanną, toaletę oraz kuchnię. Piętro niżej jest pokój z zamontowanym systemem kina domowego, idealny dla kinomanów, dodatkowo mieści się tu pomieszczenie przeznaczone na siłownie, pomieszczenie dla majsterkowiczów, kotłownia oraz pomieszczenie gospodarcze wykorzystywane przez obecnych właścicieli jako pralnia.  Jednym z wielu atutów nieruchomości jest jej funkcjonalny rozkład pomieszczeń. Przy wejściu znajduje się wbudowana szafa idealna na obuwie i odzież wierzchnią. W korytarzu, kuchni, łazience oraz toalecie na podłogach płytki, we wszystkich pokojach położony parkiet większości dębowy. Okna plastikowe. Dach płaski pokryty papą, ocieplony watą. Na tarasie położone płytki.  NAJWAŻNIEJSZE INFORMACJE  Rok budowy: lata 90 Pełna własność: TAK Ogrzewanie: dwa źródła grzania piec gazowy dwufunkcyjny oraz piec węglowy Garaż: TAK w budynku dwustanowiskowy. Brama wjazdowa: TAK przesuwna zarówno od frontu i od tyłu Ogród: TAK z dużym potencjałem  LOKALIZACJA  Największym atutem nieruchomości jest jej położenie. Dom znajduje się w miejscowości Kurza Góra, która graniczy z Kościanem. W pobliżu pełne zaplecze handlowo-usługowe: Dino, Spar, Lewiatan oraz centrum handlowe Dorado. Niedaleko nieruchomości szkoła podstawowa oraz przedszkole. Budynek znajduje się 3 km od zjazdu do drogi S5, która gwarantuje szybki dojazd do Poznania 30 min. lub Leszna 20 min. Wartością dodaną jest cicha i bezpieczna okolica w pobliżu której znajduje się zabudowa jednorodzinna, las oddalony jedynie 10 m od domu oraz liczne ścieżki rowerowe. Jedna z nich prowadzi do letniskowej miejscowości Nowy Dębiec położonej nad Jeziorem Wonieść, gdzie znajduje się znane w okolicy kąpielisko.  Zainteresowała Cię moja oferta? Nie zwlekaj! Zadzwoń i umów się na prezentację!  - Pomagamy w uzyskaniu najkorzystniejszego kredytu hipotecznego na zakup tej nieruchomości. - WGN zapewnia rynkowe ceny, bezpieczeństwo korzystnej transakcji oraz obsługę notarialną. - Wyróżniamy się pełnym zaangażowaniem, ekspercką wiedzą i najwyższym poziomem usług opartych na ponad 30-letnim doświadczeniu. Stosujemy System Jakości ZJ WGN oraz Kodeks Etyki Zawodowej Polskiej Federacji Rynku Nieruchomości.  Informacje dotyczące nieruchomości zostały sporządzone na podstawie oświadczeń i nie są ofertą w rozumieniu przepisów prawa, mają charakter wyłącznie informacyjny i mogą podlegać aktualizacji, zalecamy ich osobistą weryfikację. Wszystkie teksty, rysunki, zdjęcia oraz wszystkie inne informacje opublikowane na niniejszych stronach podlegają prawom autorskim. Wszelkie kopiowanie, dystrybucja, elektroniczne przetwarzanie oraz przesyłanie zawartości bez zezwolenia są zabronione. Wszelkie prawa zastrzeżone.","6","null","https://www.otodom.pl/pl/oferta/dom-z-dzialka-przy-lesie-koscian-kurza-gora-ID4ncnq","true","4ncnq"
"2024-01-17","Mieszkanie 4 pokojowe 88,67m2 Gotowe","697500","market,primary","88.67","ul. Stokłosy, Kokoszki, Gdańsk, pomorskie","null","null","agency","OFERTA DOSTĘPNA W BONUS NIERUCHOMOŚCI !Na sprzedaż mieszkanie o powierzchni 88,67 m2 w Gdańsku na dzielnicy Kokoszki ul. Stokłosy.ZALETY:- 4-pokojowe mieszkanie numer B10M4 na 1. piętrze- Funkcjonalny rozkład pomieszczeń,- Miejsce postojowe w cenie, - Kameralne osiedle,- Gotowe do odbioru.Mieszkanie:Czteropokojowe mieszkanie położone jest na 1 piętrze w nowym budynku w stanie deweloperskim gotowe do odbioru.Nieruchomość o powierzchni 88,67 m2 w którego skład wchodzi:Parter:- klatka schodowa (2,35m2)Piętro:- klatka schodowa (4,63m2)- przedpokój (6,06m2),- pokój z aneksem kuchennym (28,65m2),-pokój (11,70m2),- łazienka (5,67m2),- gabinet (5,62m2). Antresola:- klatka schodowa (4,80m2)- antresola (19,19m2).LOKALIZACJA:Mieszkanie znajduje się w samym sercu dzielnicy kokoszki w Gdańsku w cichym i spokojnym otoczeniu. W najbliższym sąsiedztwie mamy pełne zaplecze usługowo - handlowe, gastronomiczne, kulturalne oraz szkoły, markety, apteki, pasaż handlowy czy siłownie. W niedalekiej odległości:- Staw Kokoszki (20 minut spacerem)- Trójmiejski Park Krajobrazowy (13 minut samochodem)- Przystanek autobusowy (6 minut spacerem)- Lidl (5 minut samochodem)Mieszkanie zostało wykończone w podwyższonym standardzie deweloperskim, w skład którego wchodzą m.in. murowane ściany działowe, zamontowane grzejniki panelowe/drabinkowe czy zamontowany osprzęt elektryczny. Do lokali przynależą ogródki lub balkony wykończone deską kompozytową. Dodatkowo każde mieszkanie posiada przypisane miejsce parkingowe naziemne w cenie, uwzględniono także stojaki na rowery. Na terenie osiedla znajdzie się prywatny zagajnik, zbiornik wodny, plac zabaw oraz ławki. Mieszkańcy nowego osiedle na mapie Gdańska z łatwością stworzą dla siebie miejsce idealne do wypoczynku, wspólnego spędzania czasu ale również i pracy – w jednym z wnętrz można urządzić wygodny gabinet lub pracownię. Prywatny ogródek przynależy  do mieszkania zlokalizowanego na piętrze - dzięki zewnętrznym stalowym schodom wystarczy kilka sekund, by z mieszkania przenieść się do własnej prywatnej, zielonej oazy. Wyjątkowymi miejscami na mapie inwestycji będzie prywatny zagajnik oraz zbiornik wodny - przestrzeń idealna do zorganizowania rodzinnego pikniku czy popołudniowego spotkania w gronie sąsiadów.W ofercie posiadamy nieruchomości od 52,81m2 - 156,19m2.Zapraszam na prezentacjęPAWEŁ SIWULSKI723-706-640Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego. Treść ma charakter informacyjny i zalecamy ich osobistą weryfikację.Pośredniczymy w transakcjach obrotu nieruchomościami i pomagamy uzyskać kredyt hipoteczny na terenie całej Polski. Posiadamy 10 oddziałów - w Szczecinie, Warszawie, Poznaniu, Gdańsku, Olsztynie, Rzeszowie, Białymstoku i Lublinie. Nasi agenci bezpłatnie dojeżdżają do Klientów. Jesteś zainteresowany niezobowiązującym spotkaniem? Zadzwoń do nas już dziś.Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","4","pełna własność","https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-88-67m2-gotowe-ID4oEQj","true","4oEQj"
"2024-01-17","Luksusowa kawalerka z ogródkiem","645000","market,secondary","26","ul. Żabiniec, Żabiniec, Prądnik Biały, Kraków, małopolskie","null","null","agency","LOKALIZACJAMIeszkanie zlokalizowane jest na Żabińcu, na parterze apartamentowca z 2017 roku, w bardzo atrakcyjnym osiedlu. Z dobrym połączeniem do Centrum.9 minut spacerem od mieszkania znajdują się przystanki tramwajowe i autobusowe, Bratysławska oraz Szpital Narutowicza, co umożliwia dotarcie do rynku w 19 minut i do Dworca Głównego lub Politechniki w 15 minut. Bardzo blisko znajduje się się również Uniwersytet Rolniczy - 10 minut samochodem lub 19 komunikacją/spacerem.W pobliżu mieszkania znajdują się sklepy takie jak biedronka czy Kaufland.OPIS26 metrowa kawalerka na parterze z dużym - 24 metrowym ogródkiem. Mieszkanie jest ustawne i wykończone w bardzo dobrym standardzie. W tym momencie posiada najemcę i od 2017 roku wynajmowane było bez przestojów. Mieszkanie idealne pod inwestycję i do zamieszkania, okres wypowiedzenia umowy z najemcą wynosi miesiąc, możliwa jest również cesja umowy najmu w przypadku zakupu pod inwestycję.Sam budynek jest zadbany i skomunikowany z centrum.Wygoda, świeżość i świetna lokalizacja.MIESZKANIE ZAWIERA - Duży pokój z miejscem na rozkładaną kanapę, Home office i dużą szafę, - Aneks Kuchenny z meblami w zabudowie, indukcją, piekarnikiem i mikrofalą, - Duży ogródek częściowo wyłożony płytami, - Nową łazienkę z Kabiną, lustrem na całą ścianę, pralką i grzejnikiem drabinkowym.KOSZT 660 000 PLN Czynsz i opłaty to około 450 PLNTo mieszkanie dla Ciebie? Zadzwoń i umów się na prezentację!Nie? Zadzwoń i tak a pomogę Ci znaleść coś idealnie dla Ciebie!Filip Ślusarczyk 577 234 550 

Więcej ofert na stronie Biura Nieruchomości LIVINDER
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa - Nr Licencji 23466

Chcemy z pasją i oddaniem budować trwałe relacje, kierując się przede wszystkim troską o klientów, którzy nam zaufali.

Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()
","1","pełna własność","https://www.otodom.pl/pl/oferta/luksusowa-kawalerka-z-ogrodkiem-ID4oij3","true","4oij3"
"2024-01-17","Nowy Dom 130m² |Gotowy do Zamieszkania | Kominek","1250000","market,secondary","130","Serdeczna, Serock, Serock, legionowski, mazowieckie","true","null","agency","Atuty nieruchomości:_____Nowy Dom 130m² | Cicha i Spokojna Okolica | Sąsiedztwo Nowych Domów Jednorodzinnych | Działka 800 m2 | Przestronne Wnętrze | Kuchnia Otwarta na Salon | Pokój Gościnny/Biuro na Parterze | Łazienka z Kabina Prysznicową | Przejście do Garażu | Duży Ogrzewany Garaż | Kotłownia | 3 Pokoje na Piętrze | Duża Łazienka z Wanną Wolnostojącą | Dwie Umywalki w Łazience | Możliwość Aranżacji we Własnym Zakresie | Połączenie Klasycznego a Zarazem Nowoczesnego Wnętrza | Kominek Wprowadza Atmosferę Ciepła Domowego | Duża Wanna Wolnostojąca | Ogrzewanie Gazowe | Blisko Centrum Serocka | 40 min Samochodem do Centrum Warszawy |Opis:_____Zapraszam do zakupu tego wyjątkowego, nowego domu o powierzchni 130 m², położonego w spokojnej i cichej okolicy Serocka. Ta urocza posiadłość oferuje komfortowe przestrzenie życiowe, które łączą klasykę z nowoczesnością, tworząc wyjątkową atmosferę.Wnętrze domu jest przestronne i funkcjonalne, z kuchnią otwartą na salon, co sprzyja integracji i tworzy idealne miejsce dla rodziny i gości. Dodatkowym atutem jest kominek, który wprowadza atmosferę ciepła domowego.Na piętrze znajdują się trzy przestronne sypialnie, zapewniające prywatność i komfort, oraz duża łazienka z wolnostojącą wanną i dwoma umywalkami. To idealne miejsce do relaksu i odprężenia.Dom posiada także duży ogrzewany garaż, który zapewnia bezpieczne miejsce do przechowywania pojazdów i wygodny dostęp do kotłowni.Jego lokalizacja w bliskim sąsiedztwie centrum Serocka, umożliwia łatwy dostęp do sklepów, szkół i innych udogodnień. Dodatkowo, łatwy dojazd do Warszawy (około 40 minut) sprawia, że to idealne miejsce dla osób pracujących w mieście, a jednocześnie pragnących ciszy i spokoju poza jego zgiełkiem.To unikalna oferta dla tych, którzy szukają harmonii między życiem poza centrum a bliskością miasta, idealne miejsce do stworzenia swojego wymarzonego domu.Podsumowanie:_____Zapraszamy do zakupu tego uroczego, nowego domu o powierzchni 130 m², położonego w spokojnej okolicy Serocka.  Znajduje się blisko centrum miasta i zapewnia dogodny dojazd do Warszawy. Nie przegap tej wyjątkowej okazji!Zapraszam na prezentację i do zakupu tego wyjątkowego dom.TEKTON PROPERTY TO NAJLEPSZE BIURO NIERUCHOMOŚCI W POLSCE WG KONKURSU LIDER NIERUCHOMOŚCI OTODOM 2020.Znajdź nas w swoim mieście: Gdańsk, ul. Chmielna 10 - Warszawa, Plac Dąbrowskiego 1/311 - Wrocław, ul. Kasztanowa 3A/118 - Kraków, ul. Józefitów 7/4 - Poznań, ul. Rembertowska 15B/2 - Łódź, ul. Zachodnia 70 pok. 223.Podejmując współpracę z przedstawicielami Tekton Property zyskujesz:- oszczędność czasu- weryfikację dokumentów od strony formalno-prawnej- wsparcie agenta na każdym etapie transakcji- pomoc przy uzyskaniu kredytu hipotecznego w kilkunastu bankach- wgląd do umów przed zawarciem aktu notarialnego u sprawdzonych Notariuszy- własne analizy makroekonomiczne i raporty z prowadzonych działań- dostęp do cen transakcyjnych z okolicy Skontaktuj się z opiekunem oferty, a on poprowadzi Cię przez wszystkie etapy transakcji.Zapraszamy do współpracy!Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów art. 66 k.c., a przedstawione dane mają charakter informacyjny.","5","null","https://www.otodom.pl/pl/oferta/nowy-dom-130m-gotowy-do-zamieszkania-kominek-ID4mvEU","true","4mvEU"
